438829370770460672	1075163244	Thu Feb 27 00:14:09 +0000 2014			<a href="http://www.facebook.com/twitter" rel="nofollow">Facebook</a>	0		New York	#girlslikeus http://t.co/xaQ3jN3Ezn	Debrah Sarria	DebrahSarria
438830062968647681	19056263	Thu Feb 27 00:16:54 +0000 2014			<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	0		Twin Cities, Minnesota, US	Took therapist letter to SSA: bam. Now there's an "F" on my documents. :) #GirlsLikeUs	Ronny Cary	ronnycary
438857208265068544	967033308	Thu Feb 27 02:04:46 +0000 2014	438853093048856577	341330995	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0		#GirlsLikeUs #NRA #tgirlsrock	Probably a good thing.  Timing was horrendous!  @Meeeech_L	CAMI	xoCAMILLAxo
438863759717576704	967033308	Thu Feb 27 02:30:48 +0000 2014	438831028472254464	105575757	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0		#GirlsLikeUs #NRA #tgirlsrock	He doesn't understand freedom and liberty and what the Constitution guarantees.  Plain n Simple!  @jaycutlersux @Dyoung1208 @Meeeech_L	CAMI	xoCAMILLAxo
438864330247794688	967033308	Thu Feb 27 02:33:04 +0000 2014	438863955852001281	1924847064	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0		#GirlsLikeUs #NRA #tgirlsrock	But he's right.  You do not comprehend what you are saying!  @Dyoung1208 @jaycutlersux	CAMI	xoCAMILLAxo
438884396062359552	404119117	Thu Feb 27 03:52:48 +0000 2014			<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	0		San Francisco, Ca. 	RT @janetmock: @TheRedGrrl one of the loveliest twitter meetup moments! Thank you for coming out! #girlslikeus	Alexandria Pollock	Mama_Urssa
438887453567754240	18924291	Thu Feb 27 04:04:57 +0000 2014	438537665861156865	117785031	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0		New York City	@CarolynDreamSt thanks Carolyn. As always you are the best. #girlslikeus #RedefiningRealness	Janet Mock	janetmock
438909351969816577	967033308	Thu Feb 27 05:31:58 +0000 2014	438908064603729920	262569972	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0		#GirlsLikeUs #NRA #tgirlsrock	So u believe a business owner is in business for the public?  @KaraConnor @GaltsGirl	CAMI	xoCAMILLAxo
438932773060231168	78548680	Thu Feb 27 07:05:02 +0000 2014			<a href="http://instagram.com" rel="nofollow">Instagram</a>	0		Stadium Area, Maseru, Lesotho	Buckled up tight #roadtrip http://t.co/vetT8TLnUa	#GirlsLikeUs	mskivababy
438957833992687616	702993	Thu Feb 27 08:44:37 +0000 2014			<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">TweetDeck</a>	0		Minneapolis-St. Paul, MN	Oh. Shiny. -- The Bay Area Reporter Online | Lutherans install first trans pastor http://t.co/gJUXE6our9 #trans #girlslikeus	A. Chernow	chernowa
438961827050164224	2344375524	Thu Feb 27 09:00:29 +0000 2014			<a href="http://www.twitter.com" rel="nofollow">Twitter for BlackBerry</a>	0			RT @patienceinbee: what @nicbravo said earlier resonated cos i've seen time &amp; again how it's played out &amp; materially excised #girlslikeus f…	LittleMiss	PeggyColebank
438963819168419840	555090615	Thu Feb 27 09:08:24 +0000 2014			<a href="http://sites.google.com/site/yorufukurou/" rel="nofollow">YoruFukurou</a>	0		this cisnormative earth	if you find yourself equivocating on my last tweet, then you best unfollow me &amp; don't look back cos #girlslikeus aren't going to be deleted.	Patience Newbury	patienceinbee
439049630404599808	53665207	Thu Feb 27 14:49:23 +0000 2014			<a href="http://www.myplume.com/" rel="nofollow">Plume for Android</a>	0	[40.86486486,-73.92998724]	Manhattan 10040	- RT @ChrisLilienthal It's legal to discriminate against #TLGB in PA  http://t.co/6kLG5LEMgB  @penn_state  #glbt #GirlsLikeUs @fakedansavage	Brooke Cerda Guzman	TRANSLATINAS_NY
439054722541318144	78548680	Thu Feb 27 15:09:37 +0000 2014	439031623762608128	317106684	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0		Stadium Area, Maseru, Lesotho	“@ThatRapperKidd: FUCK YOU FOR RTing THAT CAKE @mskivababy ☹”#allow #pms got me craving dude	#GirlsLikeUs	mskivababy
439056421037285376	53665207	Thu Feb 27 15:16:22 +0000 2014			<a href="http://www.myplume.com/" rel="nofollow">Plume for Android</a>	0	[40.86486486,-73.92998724]	Manhattan 10040	------&gt;    RT @huffpost More states considering anti- #TLGB bills like #ARIZONA 's  http://t.co/73F71yu0MU  #GirlsLikeUs #latusm #foxnrws	Brooke Cerda Guzman	TRANSLATINAS_NY
439057096433094656	967033308	Thu Feb 27 15:19:03 +0000 2014	439056602063044608	74014041	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0		#GirlsLikeUs #NRA #tgirlsrock	Im all for that!  My problem is with the "spin!". @GaltsGirl	CAMI	xoCAMILLAxo
439080270055358464	1046882954	Thu Feb 27 16:51:08 +0000 2014			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0			My Redefining Realness submission is up. http://t.co/nQMGPdtF59 #RedefiningRealness #teamjanet @janetmock #girlslikeus	Danielle Paris	myfairdani
439082454888882176	967033308	Thu Feb 27 16:59:49 +0000 2014	439067645942308864	1673372904	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0		#GirlsLikeUs #NRA #tgirlsrock	Thank u sista!  💋 @satintrudi	CAMI	xoCAMILLAxo
439086322066546688	967033308	Thu Feb 27 17:15:11 +0000 2014	439085674046558208	1252841424	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0		#GirlsLikeUs #NRA #tgirlsrock	Don't worry Dave, it's only a matter of time before biblical history is rewritten for conformity sake!  @Hauckers @GaltsGirl	CAMI	xoCAMILLAxo
