335559109174759425	967033308	Sat May 18 00:55:00 +0000 2013			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	false		#GirlsLikeUs #NRA #tgirlsrock	#FF @PoodleAssassin   and check them out online at http://t.co/2jR4MfBDHJ and on Facebook http://t.co/PWaMHarRnm	CAMI
335559545608863744	967033308	Sat May 18 00:56:44 +0000 2013	335559143266062336	971268054	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	false		#GirlsLikeUs #NRA #tgirlsrock	Yes she is so beautiful inside and out!  You have FABULOUS taste!  😍  @shaneomack32 @InsideMissEmily	CAMI
335561508354396160	967033308	Sat May 18 01:04:32 +0000 2013			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	false		#GirlsLikeUs #NRA #tgirlsrock	RT @PoodleAssassin: #FF the aint a saint! @xoCAMILLAxo  and log onto http://t.co/OSj7zW37Pp for novelties galore+ fast&amp;discreet shipping! h…	CAMI
335585252460343296	349104452	Sat May 18 02:38:53 +0000 2013			web	false		I'm out of your mind…	RT @angelicaross: I 2nd @janetmock ! I'm grateful for the opportunity to be help guide #girlslikeus not with rules but with revision, I wis…	Victoria the Smurf™
335600742104698882	18924291	Sat May 18 03:40:26 +0000 2013			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	false		Manhattan via Oahu	RT @TweetTrina4Lyfe: Great dinner &amp; Kiki w/ @janetmock she truly is the cats meow many gems she kicked 2 me love her #twoc #girlslikeus htt…	Janet Mock
335619419323654145	967033308	Sat May 18 04:54:39 +0000 2013	335617763953483777	913225676	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	false		#GirlsLikeUs #NRA #tgirlsrock	They want everything to be free..  to be done for them!  @Bill40186911 @EmilyRyanFay	CAMI
335620161434431488	967033308	Sat May 18 04:57:36 +0000 2013	335619258472079360	913225676	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	false		#GirlsLikeUs #NRA #tgirlsrock	the HSA!  Major medical is covered...  HSA covers the high deductible...  plus..  if u stay healthy..  u have... @Bill40186911 @EmilyRyanFay	CAMI
335623798139285505	967033308	Sat May 18 05:12:03 +0000 2013	335619616711774209	913225676	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	false		#GirlsLikeUs #NRA #tgirlsrock	And to take this one step further...  I am TG but am appalled anyone would support taxpayers paying for... @Bill40186911 @EmilyRyanFay	CAMI
335631637364736000	967033308	Sat May 18 05:43:12 +0000 2013	335630523802218496	913225676	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	false		#GirlsLikeUs #NRA #tgirlsrock	Well bloated govt cannot fix it!  @Bill40186911	CAMI
335694031508103168	604607829	Sat May 18 09:51:08 +0000 2013			<a href="http://twitter.com/tweetbutton" rel="nofollow">Tweet Button</a>	false		#GirlsLikeUs 	One of the Goodies, gotta love him. http://t.co/V8pX57QWrs via @youtube	Lisa Quinn
335746351314911233	53665207	Sat May 18 13:19:02 +0000 2013		1158599700	<a href="http://stone.com/Twittelator" rel="nofollow">Twittelator</a>	false	[40.693808,-73.987373]	Manhattan 10040	Thank U, same 2U ! Ms @AudaciaRay is the best! ➤➤RT@JanetMock @TRANSLATINAS_NY Have a wonderful fruitful wknd!  #girlslikeus  @passGENDA2013	Brooke Cerda
335859723440119809	105637300	Sat May 18 20:49:32 +0000 2013			<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	false		Afuera	Looks like ratfems are stalking #girlslikeus and pretending to be friendly. Be careful and stay safe ladies. You cis can collect yr own.	voz
335903583339941888	22721958	Sat May 18 23:43:49 +0000 2013			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	false		San Francisco	RT @CoE4TransHealth: Closing plenary at #2013NTHS NAB Chair sharing her medicine bag. #girlslikeus http://t.co/Szh8GAQQrO	Trans March
