449711131717021696	63112528	Sat Mar 29 00:54:23 +0000 2014			<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	0		Photo by Hao Zeng	RT @TheTrans100: The process: http://t.co/Xo1SlspO3w. Are you ready for The 2014 Trans 100? #trans #girlslikeus #trans100	Laverne Cox	Lavernecox
449715229623353344	151581433	Sat Mar 29 01:10:40 +0000 2014			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0	[41.58818399,-72.88683199]	#girlslikeus New England	Both, Mitchell and Cam! :) #TGIMF	Courtney Pollack	igurlct
449722271872352256	628051972	Sat Mar 29 01:38:39 +0000 2014			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0		United States	RT @ZJemptv: Nicely done, San Francisco http://t.co/Srw9zdkrF5 #girlslikeus	LGBT Facts (& more)	TrueLGBTfacts
449731084154966016	702993	Sat Mar 29 02:13:40 +0000 2014			<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">TweetDeck</a>	0		Minneapolis-St. Paul, MN	RT @TheTrans100: The process: http://t.co/Xo1SlspO3w. Are you ready for The 2014 Trans 100? #trans #girlslikeus #trans100	A. Chernow	chernowa
449739619429793794	854023189	Sat Mar 29 02:47:35 +0000 2014			<a href="http://www.apple.com" rel="nofollow">iOS</a>	0		The universe 	excited to b on my sis @TweetTrina4Lyfe show #TheKittyBellaShow tomorrow at 11am. Check it out #twoc #girlslikeus http://t.co/vsZ3ZRFpOa	Dane Figueroa Edidi	THELadyDane
449747454330564608	31336805	Sat Mar 29 03:18:43 +0000 2014			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0			RT @janetmock: Wow! March 28 is officially Janet Mock Day in SF. What the what? #JanetSF #girlslikeus http://t.co/sdtYxCOEAJ	♡Alyssa♡	internetgirl93
449747559381495808	62681120	Sat Mar 29 03:19:08 +0000 2014			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0		Universe	RT @janetmock: Wow! March 28 is officially Janet Mock Day in SF. What the what? #JanetSF #girlslikeus http://t.co/sdtYxCOEAJ	Rebecca S. Oswin	Beckleberry13
449751946446913536	585250985	Sat Mar 29 03:36:34 +0000 2014			web	0		Oakland, CA	RT @janetmock: Wow! March 28 is officially Janet Mock Day in SF. What the what? #JanetSF #girlslikeus http://t.co/sdtYxCOEAJ	Nia	ArtActivistNia
449760670565670912	609707889	Sat Mar 29 04:11:14 +0000 2014			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0		San Francisco, CA	Fantastic day and night with @janetmock #girlslikeus http://t.co/UwfOjfFsOY	Julia Marie More	juliamariemore
449780795159240704	8316692	Sat Mar 29 05:31:12 +0000 2014			<a href="http://www.tweetcaster.com" rel="nofollow">TweetCaster for Android</a>	0		San Francisco	Got my @janetmock hug+a signed book! #JanetSF #girlslikeus #tpoc #transsolidarity #islandfamily #redefiningrealness http://t.co/QPgebrtWKT	Mason	crashtwitty
