428330067425382400	960988400	Wed Jan 29 00:53:40 +0000 2014			web	0		Victoria, British Columbia 	Transmisogyny: What Is It? http://t.co/sQIsu3uBkl #girlslikeus #trans #humanrights #equality #Canada	Amanda Kelset	Amandakelset
428331992628072449	595756803	Wed Jan 29 01:01:19 +0000 2014	428291388170850304	18924291	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	0		Greater New York Area	@janetmock me2! My copy arrives just in time for the BOOK LAUNCH!!! #girlslikeitwhen #girlslikeus TAKEOVA	Lourdes Hunter	HunterLourdes
428356000840548352	967033308	Wed Jan 29 02:36:43 +0000 2014			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0		#GirlsLikeUs #NRA #tgirlsrock	RT @gatewaypundit: Obama: Climate Change is a FACT - It's Snowing in Atlanta and New Orleans tonight	CAMI	xoCAMILLAxo
428356059602763777	967033308	Wed Jan 29 02:36:57 +0000 2014			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0		#GirlsLikeUs #NRA #tgirlsrock	RT @HangEmHigh69: @iowahawkblog @Ushkah @mleewelch Didn't he say this same Bull Crap back in 2008?	CAMI	xoCAMILLAxo
428356277668814849	967033308	Wed Jan 29 02:37:49 +0000 2014			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0		#GirlsLikeUs #NRA #tgirlsrock	RT @DonlynTurnbull: "The best measure of opportunity is access to a good job" Yeah, no kidding. So where are they? #SOTU	CAMI	xoCAMILLAxo
428357137299804160	2315108144	Wed Jan 29 02:41:14 +0000 2014			web	0		Los Angeles	RT @TransNewsDaily: Op-ed: Embracing #Transgender Women http://t.co/qEanpNQM3A #trans #girlslikeus	Transgender Rights	TransRightsMvmt
428367824331878400	182500191	Wed Jan 29 03:23:42 +0000 2014			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0		Chicago	Why I love events like this. @angelicaross &amp; @tonidorsay meeting in person for first time. #twoc #girlslikeus #cc14 http://t.co/yRolhLOa5T	Jen Richards	SmartAssJen
428382143832539136	967033308	Wed Jan 29 04:20:36 +0000 2014			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0		#GirlsLikeUs #NRA #tgirlsrock	RT @amapes3: @MichouBlue @dkuck15138 @etcpolitics @Reince @cathymcmorris he's all about gov't fixing the problem ! Gov't IS the problem!	CAMI	xoCAMILLAxo
428409477923348480	53665207	Wed Jan 29 06:09:13 +0000 2014			<a href="http://www.myplume.com/" rel="nofollow">Plume for Android</a>	0	[40.859476,-73.9268145]	Manhattan 10040	What an honor being featured on Ms. @JanetMock website,She is a great mentor to all #GirlsLikeUs  http://t.co/eHWyYpNXCx #girlslikeus #TWoC	Brooke Cerda Guzman	TRANSLATINAS_NY
428424275574681600	74717905	Wed Jan 29 07:08:01 +0000 2014			<a href="http://blackberry.com/twitter" rel="nofollow">Twitter for BlackBerry®</a>	0		Maseru. Lesotho	Very impressed!!! Heard it and I was DONE!! DONE!!! #GirlsLikeUs *virtual high five* to  @mskivababy	NO-Sugar-Coating	CosmoSlash_Punk
428478457568575488	78548680	Wed Jan 29 10:43:19 +0000 2014	428413491708702720	701971163	<a href="https://mobile.twitter.com" rel="nofollow">Mobile Web (M2)</a>	0		Stadium Area, Maseru, Lesotho	Moji ka le leng u'll learn to #BowDown!! Queens is here hahahhahahahha @imsojijif @beeh_malefane	#GirlsLikeUs|TurkdUp	mskivababy
