327573213397790721	967033308	Fri Apr 26 00:01:54 +0000 2013			<a href="http://favstar.fm" rel="nofollow">Favstar.FM</a>	false		#GirlsLikeUs #NRA	RT @laughandrun: Told 5 she couldn't have candy. now she's stepping on cracks staring me dead in the eyes and smiling.	CAMI
327575218036023296	967033308	Fri Apr 26 00:09:52 +0000 2013			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	false		#GirlsLikeUs #NRA	RT @CrackYouWhip: My workout schedule:  1.  Run half mile 2.  10 reps of 5 lb. hand weights 3.  35 year break 4.  Protein shake 5.  Repeat	CAMI
327577252269285376	967033308	Fri Apr 26 00:17:57 +0000 2013	327576953156694016	33697958	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	false		#GirlsLikeUs #NRA	Id say you are both darling!   I like to use the term...  YUM!  @drlakr	CAMI
327577956916555776	967033308	Fri Apr 26 00:20:45 +0000 2013	327577822354870273	33697958	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	false		#GirlsLikeUs #NRA	LOL!   Wine Snot Rockets!   @drlakr	CAMI
327592049874456576	588931748	Fri Apr 26 01:16:45 +0000 2013			<a href="http://www.echofon.com/" rel="nofollow">Echofon</a>	false		Toronto	When you want to involve trans women (#girlslikeus) @ your panel/workshop but only a token name or two comes to mind, go find 20 more tokens	Ententa's Magic
327592464993116160	588931748	Fri Apr 26 01:18:24 +0000 2013			<a href="http://www.echofon.com/" rel="nofollow">Echofon</a>	false		Toronto	And then find 20 more, each with their own kit of intersectional and life experiences. #girlslikeus	Ententa's Magic
327600308287045632	967033308	Fri Apr 26 01:49:34 +0000 2013	327590320973950976	876891764	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	false		#GirlsLikeUs #NRA	head start?  ha!    @TheRodneyGuy	CAMI
327612115424788482	14327050	Fri Apr 26 02:36:29 +0000 2013			web	false		Eugene, Oregon	RT @AmyDentata: My review of @iphisol's debut novel Nevada http://t.co/kokdrMH4yt #girlslikeus	imogen binnie
327621955169697795	967033308	Fri Apr 26 03:15:35 +0000 2013			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	false		#GirlsLikeUs #NRA	I am an Arizona resident and respect what Gov Brewer has done since taking over for Gov Jno. Glad to hear she still...   #DavidWebb	CAMI
327622970451304448	967033308	Fri Apr 26 03:19:37 +0000 2013	327622562756571136	967033308	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	false		#GirlsLikeUs #NRA	...the Feds ought to look at what is working in AZ and use it as a model!  Instead, they are at "war" with our great state! #DavidWebb	CAMI
